country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,ErrorCode,ErrorColumn
SV,El Salvador,,,,,,2020-08-17,,,,,-43,19,-1071607681,133
SV,El Salvador,,,,,,2020-08-18,,,,,-43,19,-1071607681,133
SV,El Salvador,,,,,,2020-08-19,,,,,-43,20,-1071607681,133
SV,El Salvador,,,,,,2020-08-20,,,,,-44,20,-1071607681,133
SV,El Salvador,,,,,,2020-08-21,,,,,-40,20,-1071607681,133
SV,El Salvador,,,,,,2020-08-22,,,,,-30,16,-1071607681,133
SV,El Salvador,,,,,,2020-08-23,,,,,-26,14,-1071607681,133
SV,El Salvador,,,,,,2020-08-24,,,,,-40,18,-1071607681,133
SV,El Salvador,,,,,,2020-08-25,,,,,-41,17,-1071607681,133
SV,El Salvador,,,,,,2020-08-26,,,,,-40,17,-1071607681,133
SV,El Salvador,,,,,,2020-08-27,,,,,-41,18,-1071607681,133
SV,El Salvador,,,,,,2020-08-28,,,,,-37,17,-1071607681,133
SV,El Salvador,,,,,,2020-08-29,,,,,-26,12,-1071607681,133
SV,El Salvador,,,,,,2020-08-30,,,,,-21,10,-1071607681,133
SV,El Salvador,,,,,,2020-08-31,,,,,-39,15,-1071607681,133
SV,El Salvador,,,,,,2020-09-01,,,,,-40,15,-1071607681,133
SV,El Salvador,,,,,,2020-09-02,,,,,-40,16,-1071607681,133
SV,El Salvador,,,,,,2020-09-03,,,,,-41,17,-1071607681,133
SV,El Salvador,,,,,,2020-09-04,,,,,-36,16,-1071607681,133
SV,El Salvador,,,,,,2020-09-05,,,,,-26,12,-1071607681,133
SV,El Salvador,,,,,,2020-09-06,,,,,-24,10,-1071607681,133
SV,El Salvador,,,,,,2020-09-07,,,,,-39,16,-1071607681,133
SV,El Salvador,,,,,,2020-09-08,,,,,-40,16,-1071607681,133
SV,El Salvador,,,,,,2020-09-09,,,,,-39,15,-1071607681,133
SV,El Salvador,,,,,,2020-09-10,,,,,-40,16,-1071607681,133
SV,El Salvador,,,,,,2020-09-11,,,,,-36,15,-1071607681,133
SV,El Salvador,,,,,,2020-09-12,,,,,-25,11,-1071607681,133
SV,El Salvador,,,,,,2020-09-13,,,,,-23,8,-1071607681,133
SV,El Salvador,,,,,,2020-09-14,,,,,-36,14,-1071607681,133
SV,El Salvador,,,,,,2020-09-15,,,,,-66,23,-1071607681,133
SV,El Salvador,,,,,,2020-09-16,,,,,-36,14,-1071607681,133
SV,El Salvador,,,,,,2020-09-17,,,,,-38,16,-1071607681,133
SV,El Salvador,,,,,,2020-09-18,,,,,-33,14,-1071607681,133
SV,El Salvador,,,,,,2020-09-19,,,,,-24,11,-1071607681,133
SV,El Salvador,,,,,,2020-09-20,,,,,-22,9,-1071607681,133
SV,El Salvador,,,,,,2020-09-21,,,,,-36,15,-1071607681,133
SV,El Salvador,,,,,,2020-09-22,,,,,-37,14,-1071607681,133
SV,El Salvador,,,,,,2020-09-23,,,,,-37,14,-1071607681,133
SV,El Salvador,,,,,,2020-09-24,,,,,-38,16,-1071607681,133
SV,El Salvador,,,,,,2020-09-25,,,,,-33,14,-1071607681,133
SV,El Salvador,,,,,,2020-09-26,,,,,-22,10,-1071607681,133
SV,El Salvador,,,,,,2020-09-27,,,,,-21,8,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-15,9,10,25,,6,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-16,6,,9,,2,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-17,0,,-1,,7,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-18,-2,,11,,5,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-19,-2,,10,,6,0,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-20,-3,,20,,2,0,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-21,9,,-1,,7,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-22,5,8,18,,1,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-23,2,,21,,2,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-24,-3,,-6,,0,1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-25,1,,8,,10,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-26,-4,,13,,5,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-27,-5,,12,,4,1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-28,-4,,-2,,14,-3,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-02-29,5,10,11,,7,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-01,4,,23,,4,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-02,-1,,4,,9,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-03,0,,2,,11,0,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-04,-1,,10,,7,0,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-05,-3,,4,,7,0,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-06,-3,-7,-2,,13,-1,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-07,-2,-3,5,,8,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-08,2,,0,,1,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-09,-3,,-2,,8,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-10,1,,4,,8,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-11,1,,3,,6,-1,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-12,-2,,3,,-4,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-13,-9,,-11,,0,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-14,-11,-6,-15,-16,0,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-15,-27,,-27,,-7,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-16,-12,,-14,,-8,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-17,-13,,-16,,-13,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-18,-27,,-22,,-15,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-19,-36,,-31,,-27,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-20,-39,,-45,,-34,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-21,-54,-33,-61,-22,-27,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-22,-76,,-79,-55,-44,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-23,-64,-60,-64,-55,-55,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-24,-66,,-62,-50,-59,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-25,-67,,-62,-53,-58,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-26,-63,,-60,-48,-59,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-27,-66,-59,-63,,-54,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-28,-71,-61,-71,-58,-45,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-29,-74,,-77,-58,-37,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-30,-54,,-57,,-52,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-03-31,-53,,-59,-40,-51,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-01,-57,,-57,,-53,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-02,-55,,-59,,-55,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-03,-57,-48,-61,,-50,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-04,-64,-56,-69,-45,-39,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-05,-70,,-75,-47,-35,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-06,-50,,-56,,-55,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-07,-57,,-59,,-57,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-08,-60,,-57,-48,-58,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-09,-65,,-63,-56,-63,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-10,-72,-71,-66,-64,-68,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-11,-75,-64,-78,-73,-54,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-12,-76,,-80,-65,-44,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-13,-59,,-62,-54,-56,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-14,-57,-46,-59,-46,-53,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-15,-58,,-59,,-52,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-16,-60,,-60,-46,-54,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-17,-61,-53,-64,,-50,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-18,-69,-59,-73,-59,-45,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-19,-80,-72,-79,-68,-45,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-20,-61,-60,-59,-62,-54,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-21,-62,,-55,-59,-55,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-22,-63,,-56,-55,-55,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-23,-65,,-59,-53,-56,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-24,-60,-54,-64,-48,-51,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-25,-69,-58,-73,-61,-41,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-26,-79,-77,-79,-79,-39,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-27,-52,,-55,-46,-52,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-28,-55,,-56,-48,-53,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-29,-57,,-55,,-50,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-04-30,-56,,-56,-55,-51,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-01,-64,-59,-61,-61,-58,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-02,-63,-52,-68,-55,-39,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-03,-75,-68,-75,-68,-37,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-04,-50,,-56,-52,-48,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-05,-50,,-51,-52,-48,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-06,-51,,-51,-53,-47,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-07,-71,,-67,-73,-59,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-08,-70,-70,-67,-66,-56,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-09,-74,-67,-72,-75,-46,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-10,-75,,-74,-65,-35,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-11,-63,-59,-62,-58,-55,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-12,-66,,-60,-70,-55,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-13,-65,,-57,-64,-56,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-14,-63,,-56,-53,-54,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-15,-67,-57,-64,-50,-48,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-16,-73,-64,-72,-65,-42,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-17,-80,-66,-77,-66,-38,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-18,-59,-59,-57,-59,-49,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-19,-61,,-58,-55,-52,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-20,-61,,-57,-52,-51,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-21,-61,,-55,-61,-54,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-22,-58,-51,-65,-57,-47,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-23,-66,-52,-73,-61,-38,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-24,-78,,-76,-71,-34,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-25,-59,,-59,-62,-50,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-26,-57,,-58,-57,-48,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-27,-56,,-56,-51,-48,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-28,-61,,-57,-53,-48,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-29,-60,-57,-61,-53,-44,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-30,-72,-57,-75,-70,-41,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-05-31,-81,-70,-80,-79,-39,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-01,-63,-62,-67,-69,-53,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-02,-64,,-60,-63,-51,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-03,-55,,-61,,-48,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-04,-56,,-63,-62,-52,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-05,-60,-59,-63,-61,-47,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-06,-66,-56,-68,-62,-35,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-07,-70,,-73,-64,-27,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-08,-46,,-56,-53,-44,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-09,-50,,-53,-55,-44,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-10,-48,-42,-53,-62,-43,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-11,-49,,-54,-52,-46,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-12,-52,-45,-58,-54,-38,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-13,-57,-55,-65,-61,-27,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-14,-68,,-73,-61,-23,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-15,-37,,-43,-48,-40,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-16,-38,,-47,-56,-39,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-17,-41,,-49,,-49,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-18,-47,,-52,-56,-42,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-19,-40,-32,-51,-55,-37,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-20,-47,-34,-60,-54,-28,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-21,-62,,-70,-63,-25,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-22,-33,-24,-51,-44,-40,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-23,-29,-18,-48,-48,-40,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-24,-37,-20,-52,,-39,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-25,-37,,-44,-57,-40,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-26,-40,,-54,,-35,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-27,-51,-32,-61,-56,-24,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-28,-60,,-71,-59,-27,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-29,-29,,-50,-51,-38,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-06-30,-31,-21,-48,-48,-38,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-01,-35,-22,-45,,-38,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-02,-40,,-51,-50,-43,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-03,-43,-32,-57,,-34,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-04,-51,-35,-63,-47,-28,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-05,-59,,-70,-57,-29,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-06,-36,-30,-48,-47,-40,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-07,-36,-26,-46,-48,-39,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-08,-41,-29,-46,,-41,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-09,-39,,-41,-53,-41,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-10,-48,-46,-58,,-39,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-11,-49,-32,-60,-44,-25,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-12,-57,,-66,-59,-24,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-13,-34,-33,-46,-44,-39,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-14,-38,-27,-49,-44,-41,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-15,-37,-22,-51,,-38,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-16,-37,-24,-50,,-41,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-17,-39,-31,-53,,-36,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-18,-47,-31,-60,-44,-26,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-19,-56,,-65,-43,-26,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-20,-32,-26,-47,,-39,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-21,-34,-25,-44,-40,-38,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-22,-39,-20,-44,,-38,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-23,-40,-18,-45,,-40,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-24,-37,-30,-48,,-33,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-25,-47,-30,-56,-41,-25,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-26,-56,,-65,-46,-25,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-27,-36,-29,-48,,-37,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-28,-38,-28,-41,,-37,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-29,-34,-22,-43,,-37,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-30,-36,,-43,,-40,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-07-31,-36,-25,-45,,-32,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-01,-43,-22,-54,-29,-21,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-02,-49,,-62,-46,-25,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-03,-27,-18,-35,,-40,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-04,-28,,-36,,-40,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-05,-31,-23,-29,,-45,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-06,-37,,-30,,-53,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-07,-33,-28,-35,,-35,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-08,-44,-29,-47,-45,-22,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-09,-55,,-55,-52,-25,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-10,-34,-31,-42,,-37,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-11,-34,-25,-36,,-36,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-12,-37,-26,-34,,-36,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-13,-37,-29,-36,,-38,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-14,-42,-32,-43,,-31,,-1071607681,142
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-15,-43,-20,-44,-27,-22,,-1071607681,148
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-16,-49,,-55,,-19,,-1071607681,136
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-17,,,,,-35,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-18,,,,,-31,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-19,,,,,-36,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-20,,,,,-35,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-21,,,,,-31,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-22,,,,,-19,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-23,,,,,-21,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-24,,,,,-33,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-25,,,,,-35,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-26,,,,,-33,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-27,,,,,-35,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-28,,,,,-31,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-29,,,,,-22,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-30,,,,,-19,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-08-31,,,,,-31,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-01,,,,,-31,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-02,,,,,-34,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-03,,,,,-35,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-04,,,,,-28,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-05,,,,,-22,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-06,,,,,-25,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-07,,,,,-35,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-08,,,,,-35,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-09,,,,,-34,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-10,,,,,-36,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-11,,,,,-31,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-12,,,,,-25,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-13,,,,,-24,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-14,,,,,-30,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-15,,,,,-51,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-16,,,,,-33,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-17,,,,,-36,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-18,,,,,-29,,-1071607681,133
SV,El Salvador,Ahuachapán Department,,,SV-AH,,2020-09-19,,,,,-22,,-1071607681,133
