ID_Porcentajes,Copia de residential_percent_change_from_baseline,Copia de workplaces_percent_change_from_baseline,Copia de transit_stations_percent_change_from_baseline,Copia de parks_percent_change_from_baseline,Copia de grocery_and_pharmacy_percent_change_from_baseline,Copia de retail_and_recreation_percent_change_from_baseline,ErrorCode,ErrorColumn
SVSV-CA2020-06-080,0,-49,0,-42,0,0,-1071607685,0
SVSV-CA2020-06-090,0,-50,0,-43,0,0,-1071607685,0
SVSV-CA2020-06-100,0,-47,0,-42,0,0,-1071607685,0
SVSV-CA2020-06-110,0,-48,0,-42,0,0,-1071607685,0
SVSV-CA2020-06-120,0,-41,0,-43,0,0,-1071607685,0
SVSV-CA2020-06-130,0,-32,0,-51,0,0,-1071607685,0
SVSV-CA2020-06-140,0,-28,0,-50,0,0,-1071607685,0
SVSV-CA2020-06-150,0,-42,0,-40,0,0,-1071607685,0
SVSV-CA2020-06-160,0,-38,0,-35,0,0,-1071607685,0
SVSV-CA2020-06-170,0,-51,0,-39,0,0,-1071607685,0
SVSV-CA2020-06-180,0,-43,0,-39,0,0,-1071607685,0
SVSV-CA2020-06-190,0,-38,0,-40,0,0,-1071607685,0
SVSV-CA2020-06-200,0,-33,0,-40,0,0,-1071607685,0
SVSV-CA2020-06-210,0,-29,0,-50,0,0,-1071607685,0
SVSV-CA2020-06-220,0,-39,0,-37,0,0,-1071607685,0
SVSV-CA2020-06-230,0,-42,0,-33,0,0,-1071607685,0
SVSV-CA2020-06-240,0,-42,0,-40,0,0,-1071607685,0
SVSV-CA2020-06-250,0,-44,0,-35,0,0,-1071607685,0
SVSV-CA2020-06-260,0,-38,0,-38,0,0,-1071607685,0
SVSV-CA2020-06-270,0,-33,0,-39,0,0,-1071607685,0
SVSV-CA2020-06-280,0,-35,0,-50,0,0,-1071607685,0
SVSV-CA2020-06-290,0,-41,0,-40,0,0,-1071607685,0
SVSV-CA2020-06-300,0,-40,0,-35,0,0,-1071607685,0
SVSV-CA2020-07-010,0,-41,0,-36,0,0,-1071607685,0
SVSV-CA2020-07-020,0,-45,0,-35,0,0,-1071607685,0
SVSV-CA2020-07-030,0,-38,0,-40,0,0,-1071607685,0
SVSV-CA2020-07-040,0,-33,0,-44,0,0,-1071607685,0
SVSV-CA2020-07-050,0,-31,0,-52,0,0,-1071607685,0
SVSV-CA2020-07-060,0,-44,0,-41,0,0,-1071607685,0
SVSV-CA2020-07-070,0,-41,0,-41,0,0,-1071607685,0
SVSV-CA2020-07-080,0,-43,0,-41,0,0,-1071607685,0
SVSV-CA2020-07-090,0,-47,0,-42,0,0,-1071607685,0
SVSV-CA2020-07-100,0,-41,0,-42,0,0,-1071607685,0
SVSV-CA2020-07-110,0,-33,0,-44,0,0,-1071607685,0
SVSV-CA2020-07-120,0,-35,0,-50,0,0,-1071607685,0
SVSV-CA2020-07-130,0,-42,0,-38,0,0,-1071607685,0
SVSV-CA2020-07-140,0,-44,0,-37,0,0,-1071607685,0
SVSV-CA2020-07-150,0,-46,0,-36,0,0,-1071607685,0
SVSV-CA2020-07-160,0,-45,0,-38,0,0,-1071607685,0
SVSV-CA2020-07-170,0,-43,0,-37,0,0,-1071607685,0
SVSV-CA2020-07-180,0,-36,0,-42,0,0,-1071607685,0
SVSV-CA2020-07-190,0,-34,0,-47,0,0,-1071607685,0
SVSV-CA2020-07-200,0,-42,0,-36,0,0,-1071607685,0
SVSV-CA2020-07-210,0,-42,0,-36,0,0,-1071607685,0
SVSV-CA2020-07-220,0,-44,0,-35,0,0,-1071607685,0
SVSV-CA2020-07-230,0,-45,0,-35,0,0,-1071607685,0
SVSV-CA2020-07-240,0,-40,0,-37,0,0,-1071607685,0
SVSV-CA2020-07-250,0,-30,0,-38,0,0,-1071607685,0
SVSV-CA2020-07-260,0,-31,0,-45,0,0,-1071607685,0
SVSV-CA2020-07-270,0,-44,0,-32,0,0,-1071607685,0
SVSV-CA2020-07-280,0,-43,0,-36,0,0,-1071607685,0
SVSV-CA2020-07-290,0,-42,0,-32,0,0,-1071607685,0
SVSV-CA2020-07-300,0,-44,0,-33,0,0,-1071607685,0
SVSV-CA2020-07-310,0,-38,0,-34,0,0,-1071607685,0
SVSV-CA2020-08-010,0,-32,0,-34,0,0,-1071607685,0
SVSV-CA2020-08-020,0,-38,0,-38,0,0,-1071607685,0
SVSV-CA2020-08-030,0,-45,0,-34,0,0,-1071607685,0
SVSV-CA2020-08-040,0,-41,0,-28,0,0,-1071607685,0
SVSV-CA2020-08-050,0,-49,0,-32,0,0,-1071607685,0
SVSV-CA2020-08-060,0,-57,0,-34,0,0,-1071607685,0
SVSV-CA2020-08-070,0,-39,0,-32,0,0,-1071607685,0
SVSV-CA2020-08-080,0,-33,0,-34,0,0,-1071607685,0
SVSV-CA2020-08-090,0,-29,0,-38,0,0,-1071607685,0
SVSV-CA2020-08-100,0,-42,0,-32,0,0,-1071607685,0
SVSV-CA2020-08-110,0,-42,0,-29,0,0,-1071607685,0
SVSV-CA2020-08-120,0,-43,0,-30,0,0,-1071607685,0
SVSV-CA2020-08-130,0,-44,0,-29,0,0,-1071607685,0
SVSV-CA2020-08-140,0,-40,0,-29,0,0,-1071607685,0
SVSV-CA2020-08-150,0,-27,0,-32,0,0,-1071607685,0
SVSV-CA2020-08-160,0,-28,0,-38,0,0,-1071607685,0
SVSV-CA2020-08-17-0,0,-42,0,0,0,0,-1071607685,0
SVSV-CA2020-08-18-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CA2020-08-19-0,0,-42,0,0,0,0,-1071607685,0
SVSV-CA2020-08-20-0,0,-41,0,0,0,0,-1071607685,0
SVSV-CA2020-08-21-0,0,-38,0,0,0,0,-1071607685,0
SVSV-CA2020-08-22-0,0,-26,0,0,0,0,-1071607685,0
SVSV-CA2020-08-23-0,0,-28,0,0,0,0,-1071607685,0
SVSV-CA2020-08-24-0,0,-40,0,0,0,0,-1071607685,0
SVSV-CA2020-08-25-0,0,-41,0,0,0,0,-1071607685,0
SVSV-CA2020-08-26-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CA2020-08-27-0,0,-42,0,0,0,0,-1071607685,0
SVSV-CA2020-08-28-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CA2020-08-29-0,0,-24,0,0,0,0,-1071607685,0
SVSV-CA2020-08-30-0,0,-19,0,0,0,0,-1071607685,0
SVSV-CA2020-08-31-0,0,-36,0,0,0,0,-1071607685,0
SVSV-CA2020-09-01-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CA2020-09-02-0,0,-40,0,0,0,0,-1071607685,0
SVSV-CA2020-09-03-0,0,-43,0,0,0,0,-1071607685,0
SVSV-CA2020-09-04-0,0,-33,0,0,0,0,-1071607685,0
SVSV-CA2020-09-05-0,0,-27,0,0,0,0,-1071607685,0
SVSV-CA2020-09-06-0,0,-28,0,0,0,0,-1071607685,0
SVSV-CA2020-09-07-0,0,-34,0,0,0,0,-1071607685,0
SVSV-CA2020-09-08-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CA2020-09-09-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CA2020-09-10-0,0,-41,0,0,0,0,-1071607685,0
SVSV-CA2020-09-11-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CA2020-09-12-0,0,-25,0,0,0,0,-1071607685,0
SVSV-CA2020-09-13-0,0,-28,0,0,0,0,-1071607685,0
SVSV-CA2020-09-14-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CA2020-09-15-0,0,-48,0,0,0,0,-1071607685,0
SVSV-CA2020-09-16-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CA2020-09-17-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CA2020-09-18-0,0,-30,0,0,0,0,-1071607685,0
SVSV-CA2020-09-19-0,0,-24,0,0,0,0,-1071607685,0
SVSV-CA2020-09-20-0,0,-23,0,0,0,0,-1071607685,0
SVSV-CA2020-09-21-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CA2020-09-22-0,0,-32,0,0,0,0,-1071607685,0
SVSV-CA2020-09-23-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CA2020-09-24-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CA2020-09-25-0,0,-33,0,0,0,0,-1071607685,0
SVSV-CA2020-09-26-0,0,-28,0,0,0,0,-1071607685,0
SVSV-CA2020-09-27-0,0,-25,0,0,0,0,-1071607685,0
SVSV-CH2020-02-15-0.27526763,0,6,0,-2,0,1,-1071607685,0
SVSV-CH2020-02-160.80335397,0,-5,0,1,0,-3,-1071607685,0
SVSV-CH2020-02-17-3.3516045,0,5,0,-7,0,3,-1071607685,0
SVSV-CH2020-02-182.4196508,0,7,0,-5,0,-4,-1071607685,0
SVSV-CH2020-02-193.5112045,0,5,0,-11,0,-2,-1071607685,0
SVSV-CH2020-02-202.5406334,0,7,0,-7,0,-3,-1071607685,0
SVSV-CH2020-02-21-0.46334758,0,16,0,-2,0,4,-1071607685,0
SVSV-CH2020-02-22-1.9152025,0,5,0,-6,0,2,-1071607685,0
SVSV-CH2020-02-23-0,0,-1,0,-5,0,0,-1071607685,0
SVSV-CH2020-02-243.8964877,0,9,0,-10,0,-4,-1071607685,0
SVSV-CH2020-02-25-1.7268071,0,8,0,-4,0,4,-1071607685,0
SVSV-CH2020-02-263.8964877,0,9,0,-5,0,-8,-1071607685,0
SVSV-CH2020-02-272.4774089,0,6,0,-6,0,-3,-1071607685,0
SVSV-CH2020-02-28-0.75293982,0,16,0,-13,0,1,-1071607685,0
SVSV-CH2020-02-29-11.491215,0,5,0,-18,0,4,-1071607685,0
SVSV-CH2020-03-01-0,0,2,0,-11,0,0,-1071607685,0
SVSV-CH2020-03-022.9223657,0,9,0,-6,0,-5,-1071607685,0
SVSV-CH2020-03-032.045656,0,9,0,-7,0,-3,-1071607685,0
SVSV-CH2020-03-043.1067877,0,10,0,-5,0,-7,-1071607685,0
SVSV-CH2020-03-054.8706098,0,9,0,-10,0,-5,-1071607685,0
SVSV-CH2020-03-060.55331308,0,15,0,-9,0,-1,-1071607685,0
SVSV-CH2020-03-075.5119095,0,2,0,-18,0,-1,-1071607685,0
SVSV-CH2020-03-08-81.705574,0,-2,0,-10,0,-6,-1071607685,0
SVSV-CH2020-03-092.1776857,0,7,0,-6,0,-3,-1071607685,0
SVSV-CH2020-03-102.0645072,0,6,0,-3,0,-5,-1071607685,0
SVSV-CH2020-03-111.956683,0,11,0,-3,0,-8,-1071607685,0
SVSV-CH2020-03-12-8.5450048,0,-7,0,-7,0,-7,-1071607685,0
SVSV-CH2020-03-137.9447188,0,1,0,-9,0,-2,-1071607685,0
SVSV-CH2020-03-14745.32477,0,-1,0,-18,0,-11,-1071607685,0
SVSV-CH2020-03-15-58.594322,0,-7,0,-21,0,-16,-1071607685,0
SVSV-CH2020-03-16-8.4774618,0,-12,0,-13,0,-7,-1071607685,0
SVSV-CH2020-03-17-10.67978,0,-14,0,-8,0,-17,-1071607685,0
SVSV-CH2020-03-18-24.641453,0,-19,0,-19,0,-23,-1071607685,0
SVSV-CH2020-03-19-31.121017,0,-28,0,-26,0,-32,-1071607685,0
SVSV-CH2020-03-20-42.173454,0,-31,0,-33,0,-38,-1071607685,0
SVSV-CH2020-03-21-195.85294,0,-28,-72,-47,0,-44,-1071607685,0
SVSV-CH2020-03-22-96.345726,0,-49,0,-63,0,-73,-1071607685,0
SVSV-CH2020-03-23-62.76202,0,-57,0,-53,0,-66,-1071607685,0
SVSV-CH2020-03-24-60.266838,0,-61,0,-50,0,-72,-1071607685,0
SVSV-CH2020-03-25-61.579655,0,-62,0,-55,0,-68,-1071607685,0
SVSV-CH2020-03-26-60.203278,0,-60,0,-52,0,-68,-1071607685,0
SVSV-CH2020-03-27-60.743275,0,-55,0,-51,0,-64,-1071607685,0
SVSV-CH2020-03-28-95.631218,0,-46,0,-62,0,-69,-1071607685,0
SVSV-CH2020-03-29-102.3301,0,-47,0,-65,0,-72,-1071607685,0
SVSV-CH2020-03-30-46.413517,0,-55,0,-43,0,-58,-1071607685,0
SVSV-CH2020-03-31-49.40974,0,-55,0,-45,0,-59,-1071607685,0
SVSV-CH2020-04-01-54.509243,0,-53,0,-47,0,-60,-1071607685,0
SVSV-CH2020-04-02-53.713989,0,-56,0,-49,0,-60,-1071607685,0
SVSV-CH2020-04-03-172.1682,0,-47,-75,-52,0,-62,-1071607685,0
SVSV-CH2020-04-04-200.68169,0,-44,-75,-59,0,-64,-1071607685,0
SVSV-CH2020-04-05-107.08842,0,-40,0,-61,0,-68,-1071607685,0
SVSV-CH2020-04-06-49.910549,0,-54,0,-47,0,-56,-1071607685,0
SVSV-CH2020-04-07-56.733421,0,-57,0,-51,0,-62,-1071607685,0
SVSV-CH2020-04-08-58.778839,0,-57,0,-52,0,-63,-1071607685,0
SVSV-CH2020-04-09-50.907181,0,-60,0,-46,0,-65,-1071607685,0
SVSV-CH2020-04-10-172.1246,0,-63,-78,-60,0,-77,-1071607685,0
SVSV-CH2020-04-11-215.18481,0,-56,-84,-67,0,-78,-1071607685,0
SVSV-CH2020-04-12-109.65419,0,-44,0,-66,0,-71,-1071607685,0
SVSV-CH2020-04-13-57.344032,0,-54,0,-54,0,-56,-1071607685,0
SVSV-CH2020-04-14-58.143192,0,-53,0,-47,0,-64,-1071607685,0
SVSV-CH2020-04-15-61.634777,0,-52,0,-53,0,-59,-1071607685,0
SVSV-CH2020-04-16-60.320488,0,-51,0,-50,0,-60,-1071607685,0
SVSV-CH2020-04-17-166.4176,0,-47,-77,-52,0,-59,-1071607685,0
SVSV-CH2020-04-18-221.54416,0,-43,-77,-61,0,-67,-1071607685,0
SVSV-CH2020-04-19-116.1595,0,-44,0,-68,0,-73,-1071607685,0
SVSV-CH2020-04-20-56.158375,0,-51,0,-49,0,-57,-1071607685,0
SVSV-CH2020-04-21-59.315147,0,-51,0,-50,0,-59,-1071607685,0
SVSV-CH2020-04-22-68.20237,0,-51,0,-53,0,-64,-1071607685,0
SVSV-CH2020-04-23-62.306519,0,-55,0,-54,0,-62,-1071607685,0
SVSV-CH2020-04-24-70.312317,0,-48,0,-53,0,-62,-1071607685,0
SVSV-CH2020-04-25-205.58607,0,-43,-65,-65,0,-66,-1071607685,0
SVSV-CH2020-04-26-118.52406,0,-42,0,-68,0,-71,-1071607685,0
SVSV-CH2020-04-27-53.927967,0,-52,0,-48,0,-57,-1071607685,0
SVSV-CH2020-04-28-60.099316,0,-51,0,-49,0,-61,-1071607685,0
SVSV-CH2020-04-29-58.72308,0,-53,0,-49,0,-62,-1071607685,0
SVSV-CH2020-04-30-63.93972,0,-51,0,-53,0,-60,-1071607685,0
SVSV-CH2020-05-01-153.8728,0,-57,-71,-57,0,-67,-1071607685,0
SVSV-CH2020-05-02-207.44167,0,-42,-67,-63,0,-65,-1071607685,0
SVSV-CH2020-05-03-281.24283,0,-41,-79,-70,0,-75,-1071607685,0
SVSV-CH2020-05-04-55.299809,0,-50,0,-49,0,-55,-1071607685,0
SVSV-CH2020-05-05-51.849461,0,-49,0,-45,0,-55,-1071607685,0
SVSV-CH2020-05-06-47.743401,0,-49,0,-43,0,-53,-1071607685,0
SVSV-CH2020-05-07-77.510559,0,-57,0,-60,0,-72,-1071607685,0
SVSV-CH2020-05-08-193.7494,0,-51,-69,-63,0,-73,-1071607685,0
SVSV-CH2020-05-09-228.25298,0,-47,-73,-70,0,-73,-1071607685,0
SVSV-CH2020-05-10-122.81091,0,-40,0,-67,0,-71,-1071607685,0
SVSV-CH2020-05-11-72.467621,0,-55,0,-59,0,-66,-1071607685,0
SVSV-CH2020-05-12-67.38707,0,-55,0,-51,0,-71,-1071607685,0
SVSV-CH2020-05-13-73.993645,0,-55,0,-56,0,-71,-1071607685,0
SVSV-CH2020-05-14-65.32135,0,-55,0,-54,0,-65,-1071607685,0
SVSV-CH2020-05-15-163.40436,0,-49,-69,-51,0,-65,-1071607685,0
SVSV-CH2020-05-16-203.37013,0,-47,-70,-61,0,-71,-1071607685,0
SVSV-CH2020-05-17-136.42339,0,-37,0,-65,0,-75,-1071607685,0
SVSV-CH2020-05-18-61.634777,0,-52,0,-53,0,-59,-1071607685,0
SVSV-CH2020-05-19-65.628693,0,-51,0,-51,0,-64,-1071607685,0
SVSV-CH2020-05-20-69.183907,0,-52,0,-54,0,-65,-1071607685,0
SVSV-CH2020-05-21-62.552349,0,-51,0,-51,0,-61,-1071607685,0
SVSV-CH2020-05-22-67.861107,0,-44,0,-50,0,-58,-1071607685,0
SVSV-CH2020-05-23-230.87721,0,-39,-71,-61,0,-66,-1071607685,0
SVSV-CH2020-05-24-129.36124,0,-38,0,-66,0,-72,-1071607685,0
SVSV-CH2020-05-25-69.355606,0,-50,0,-52,0,-65,-1071607685,0
SVSV-CH2020-05-26-61.325832,0,-51,0,-50,0,-61,-1071607685,0
SVSV-CH2020-05-27-61.332516,0,-50,0,-49,0,-61,-1071607685,0
SVSV-CH2020-05-28-67.590935,0,-50,0,-54,0,-61,-1071607685,0
SVSV-CH2020-05-29-76.593842,0,-42,0,-52,0,-60,-1071607685,0
SVSV-CH2020-05-30-226.50409,0,-43,-71,-66,0,-69,-1071607685,0
SVSV-CH2020-05-310,0,-50,0,-73,0,0,-1071607685,0
SVSV-CH2020-06-01-74.663605,0,-55,0,-59,0,-68,-1071607685,0
SVSV-CH2020-06-020,0,-52,0,-54,0,0,-1071607685,0
SVSV-CH2020-06-03-63.835884,0,-50,0,-51,0,-61,-1071607685,0
SVSV-CH2020-06-04-68.288597,0,-50,0,-52,0,-64,-1071607685,0
SVSV-CH2020-06-05-174.63092,0,-46,-71,-55,0,-62,-1071607685,0
SVSV-CH2020-06-06-226.49104,0,-38,-69,-59,0,-65,-1071607685,0
SVSV-CH2020-06-07-126.99224,0,-35,0,-63,0,-68,-1071607685,0
SVSV-CH2020-06-08-62.879642,0,-45,0,-50,0,-55,-1071607685,0
SVSV-CH2020-06-09-61.922829,0,-47,0,-48,0,-59,-1071607685,0
SVSV-CH2020-06-10-66.269882,0,-44,0,-48,0,-59,-1071607685,0
SVSV-CH2020-06-11-61.357498,0,-41,0,-46,0,-53,-1071607685,0
SVSV-CH2020-06-12-66.146637,0,-39,0,-48,0,-52,-1071607685,0
SVSV-CH2020-06-13-101.90554,0,-32,0,-54,0,-58,-1071607685,0
SVSV-CH2020-06-14-153.87996,0,-27,0,-60,0,-66,-1071607685,0
SVSV-CH2020-06-15-49.344967,0,-39,0,-38,0,-49,-1071607685,0
SVSV-CH2020-06-16-37.047226,0,-40,0,-35,0,-41,-1071607685,0
SVSV-CH2020-06-17-37.659672,0,-48,0,-40,0,-44,-1071607685,0
SVSV-CH2020-06-18-47.503063,0,-40,0,-40,0,-46,-1071607685,0
SVSV-CH2020-06-19-47.725842,0,-35,0,-35,0,-46,-1071607685,0
SVSV-CH2020-06-20-83.608444,0,-26,0,-47,0,-44,-1071607685,0
SVSV-CH2020-06-21-109.03577,0,-28,0,-53,0,-55,-1071607685,0
SVSV-CH2020-06-22-43.528748,0,-38,0,-41,0,-39,-1071607685,0
SVSV-CH2020-06-23-39.035126,0,-40,0,-36,0,-42,-1071607685,0
SVSV-CH2020-06-24-40.155056,0,-44,0,-39,0,-44,-1071607685,0
SVSV-CH2020-06-25-39.221565,0,-39,0,-37,0,-40,-1071607685,0
SVSV-CH2020-06-26-45.906509,0,-31,0,-35,0,-39,-1071607685,0
SVSV-CH2020-06-27-89.309021,0,-26,0,-47,0,-47,-1071607685,0
SVSV-CH2020-06-28-111.42402,0,-26,0,-52,0,-53,-1071607685,0
SVSV-CH2020-06-29-43.302727,0,-39,0,-38,0,-43,-1071607685,0
SVSV-CH2020-06-30-41.37817,0,-38,0,-38,0,-40,-1071607685,0
SVSV-CH2020-07-01-42.339687,0,-40,0,-40,0,-41,-1071607685,0
SVSV-CH2020-07-02-49.878216,0,-40,0,-42,0,-46,-1071607685,0
SVSV-CH2020-07-03-56.50032,0,-31,0,-40,0,-42,-1071607685,0
SVSV-CH2020-07-04-93.363052,0,-28,0,-52,0,-48,-1071607685,0
SVSV-CH2020-07-05-97.146439,0,-27,0,-50,0,-50,-1071607685,0
SVSV-CH2020-07-06-44.644871,0,-38,0,-41,0,-40,-1071607685,0
SVSV-CH2020-07-07-37.862736,0,-37,0,-33,0,-41,-1071607685,0
SVSV-CH2020-07-08-48.280743,0,-36,0,-39,0,-43,-1071607685,0
SVSV-CH2020-07-09-49.109356,0,-38,0,-41,0,-44,-1071607685,0
SVSV-CH2020-07-10-71.830421,0,-30,0,-48,0,-43,-1071607685,0
SVSV-CH2020-07-11-117.69827,0,-20,0,-49,0,-45,-1071607685,0
SVSV-CH2020-07-12-103.08837,0,-28,0,-52,0,-53,-1071607685,0
SVSV-CH2020-07-13-42.564095,0,-37,0,-39,0,-39,-1071607685,0
SVSV-CH2020-07-14-44.405037,0,-40,0,-40,0,-43,-1071607685,0
SVSV-CH2020-07-15-44.522995,0,-37,0,-37,0,-43,-1071607685,0
SVSV-CH2020-07-16-41.543896,0,-36,0,-39,0,-37,-1071607685,0
SVSV-CH2020-07-17-52.898369,0,-30,0,-40,0,-38,-1071607685,0
SVSV-CH2020-07-18-88.945152,0,-26,0,-50,0,-44,-1071607685,0
SVSV-CH2020-07-19-103.14167,0,-25,0,-48,0,-51,-1071607685,0
SVSV-CH2020-07-20-41.416737,0,-37,0,-40,0,-37,-1071607685,0
SVSV-CH2020-07-21-38.161522,0,-39,0,-40,0,-36,-1071607685,0
SVSV-CH2020-07-22-43.461735,0,-39,0,-41,0,-40,-1071607685,0
SVSV-CH2020-07-23-46.721363,0,-39,0,-43,0,-41,-1071607685,0
SVSV-CH2020-07-24-46.007404,0,-31,0,-38,0,-36,-1071607685,0
SVSV-CH2020-07-25-81.154747,0,-24,0,-45,0,-41,-1071607685,0
SVSV-CH2020-07-26-84.732491,0,-29,0,-47,0,-50,-1071607685,0
SVSV-CH2020-07-27-39.28204,0,-38,0,-39,0,-37,-1071607685,0
SVSV-CH2020-07-28-34.318867,0,-39,0,-35,0,-37,-1071607685,0
SVSV-CH2020-07-29-40.202103,0,-39,0,-37,0,-41,-1071607685,0
SVSV-CH2020-07-30-39.210411,0,-41,0,-38,0,-41,-1071607685,0
SVSV-CH2020-07-31-47.595272,0,-34,0,-41,0,-38,-1071607685,0
SVSV-CH2020-08-01-84.761627,0,-24,0,-47,0,-41,-1071607685,0
SVSV-CH2020-08-02-69.61647,0,-31,0,-45,0,-46,-1071607685,0
SVSV-CH2020-08-03-28.086535,0,-41,0,-31,0,-36,-1071607685,0
SVSV-CH2020-08-04-24.320498,0,-43,0,-29,0,-35,-1071607685,0
SVSV-CH2020-08-05-24.242796,0,-44,0,-28,0,-37,-1071607685,0
SVSV-CH2020-08-06-32.130714,0,-51,0,-34,0,-47,-1071607685,0
SVSV-CH2020-08-07-39.46925,0,-34,0,-34,0,-38,-1071607685,0
SVSV-CH2020-08-08-65.321266,0,-27,0,-41,0,-41,-1071607685,0
SVSV-CH2020-08-09-71.468307,0,-33,0,-42,0,-54,-1071607685,0
SVSV-CH2020-08-10-37.950817,0,-40,0,-35,0,-42,-1071607685,0
SVSV-CH2020-08-11-24.396954,0,-40,0,-27,0,-35,-1071607685,0
SVSV-CH2020-08-12-39.961555,0,-37,0,-34,0,-42,-1071607685,0
SVSV-CH2020-08-13-32.219467,0,-40,0,-32,0,-39,-1071607685,0
SVSV-CH2020-08-14-43.931488,0,-35,0,-39,0,-38,-1071607685,0
SVSV-CH2020-08-15-66.68132,0,-27,0,-44,0,-39,-1071607685,0
SVSV-CH2020-08-16-72.643272,0,-31,0,-45,0,-48,-1071607685,0
SVSV-CH2020-08-17-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CH2020-08-18-0,0,-38,0,0,0,0,-1071607685,0
SVSV-CH2020-08-19-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CH2020-08-20-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CH2020-08-21-0,0,-31,0,0,0,0,-1071607685,0
SVSV-CH2020-08-22-0,0,-24,0,0,0,0,-1071607685,0
SVSV-CH2020-08-23-0,0,-29,0,0,0,0,-1071607685,0
SVSV-CH2020-08-24-0,0,-36,0,0,0,0,-1071607685,0
SVSV-CH2020-08-25-0,0,-36,0,0,0,0,-1071607685,0
SVSV-CH2020-08-26-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CH2020-08-27-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CH2020-08-28-0,0,-33,0,0,0,0,-1071607685,0
SVSV-CH2020-08-29-0,0,-22,0,0,0,0,-1071607685,0
SVSV-CH2020-08-30-0,0,-28,0,0,0,0,-1071607685,0
SVSV-CH2020-08-31-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CH2020-09-01-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CH2020-09-02-0,0,-36,0,0,0,0,-1071607685,0
SVSV-CH2020-09-03-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CH2020-09-04-0,0,-31,0,0,0,0,-1071607685,0
SVSV-CH2020-09-05-0,0,-26,0,0,0,0,-1071607685,0
SVSV-CH2020-09-06-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CH2020-09-07-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CH2020-09-08-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CH2020-09-09-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CH2020-09-10-0,0,-36,0,0,0,0,-1071607685,0
SVSV-CH2020-09-11-0,0,-32,0,0,0,0,-1071607685,0
SVSV-CH2020-09-12-0,0,-24,0,0,0,0,-1071607685,0
SVSV-CH2020-09-13-0,0,-32,0,0,0,0,-1071607685,0
SVSV-CH2020-09-14-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CH2020-09-15-0,0,-52,0,0,0,0,-1071607685,0
SVSV-CH2020-09-16-0,0,-35,0,0,0,0,-1071607685,0
SVSV-CH2020-09-17-0,0,-39,0,0,0,0,-1071607685,0
SVSV-CH2020-09-18-0,0,-30,0,0,0,0,-1071607685,0
SVSV-CH2020-09-19-0,0,-24,0,0,0,0,-1071607685,0
SVSV-CH2020-09-20-0,0,-29,0,0,0,0,-1071607685,0
SVSV-CH2020-09-21-0,0,-36,0,0,0,0,-1071607685,0
SVSV-CH2020-09-22-0,0,-37,0,0,0,0,-1071607685,0
SVSV-CH2020-09-23-0,0,-38,0,0,0,0,-1071607685,0
SVSV-CH2020-09-24-0,0,-38,0,0,0,0,-1071607685,0
SVSV-CH2020-09-25-0,0,-30,0,0,0,0,-1071607685,0
SVSV-CH2020-09-26-0,0,-27,0,0,0,0,-1071607685,0
SVSV-CH2020-09-27-0,0,-34,0,0,0,0,-1071607685,0
SVSV-CU2020-02-15-0,0,0,-10,-4,0,0,-1071607685,0
SVSV-CU2020-02-164.4137325,0,1,-2,-8,0,-1,-1071607685,0
SVSV-CU2020-02-17-0,-1,7,0,-9,0,0,-1071607685,0
SVSV-CU2020-02-18-0,0,7,0,-7,0,0,-1071607685,0
SVSV-CU2020-02-19-0,0,3,0,-12,0,0,-1071607685,0
SVSV-CU2020-02-20-0,-1,5,0,-8,0,0,-1071607685,0
SVSV-CU2020-02-21-0,0,11,0,-6,0,0,-1071607685,0
SVSV-CU2020-02-22-0,0,1,-1,-6,0,0,-1071607685,0
SVSV-CU2020-02-232.8131664,0,3,1,-7,0,-2,-1071607685,0
SVSV-CU2020-02-24-0,0,8,0,-7,0,0,-1071607685,0
SVSV-CU2020-02-25-0,0,7,0,-5,0,0,-1071607685,0
SVSV-CU2020-02-26-0,0,4,0,-3,0,0,-1071607685,0
SVSV-CU2020-02-27-0,-1,4,0,-8,0,0,-1071607685,0
SVSV-CU2020-02-28-0,-1,11,-2,-3,0,0,-1071607685,0
